Ticker,Security Name,Sector,Industry,Price,Weight,Return,Contribution
KHC,The Kraft Heinz Company,Consumer Staples,Food Products,33.24,0.07%,-6.17%,-0.46
XPO,XPO Inc.,Industrials,Ground Transportation,84.84,0.07%,115.11%,3.69
CSL,Carlisle Companies Incorporated,Industrials,Building Products,269.92,0.07%,15.45%,0.92
CHRW,C.H. Robinson Worldwide Inc.,Industrials,Air Freight and Logistics,78.97,0.07%,-17.58%,-1.47
FNF,Fidelity National Financial Inc.,Financials,Insurance,43.84,0.06%,12.63%,0.76
USB,U.S. Bancorp,Financials,Banks,34.00,0.06%,-20.09%,-1.71
CME,CME Group Inc.,Financials,Capital Markets,217.08,0.06%,30.91%,1.60
IR,Ingersoll Rand Inc.,Industrials,Machinery,68.86,0.06%,24.67%,1.34
BJ,BJ's Wholesale Club Holdings Inc.,Consumer Staples,Consumer Staples Distribution and Retail,68.87,0.06%,-9.54%,-0.71
MET,MetLife Inc.,Financials,Insurance,60.46,0.06%,-16.06%,-1.29
RPM,RPM International Inc.,Materials,Chemicals,97.51,0.06%,1.10%,0.07
BAH,Booz Allen Hamilton Holding Corporation,Industrials,Professional Services,127.34,0.06%,25.41%,1.36
EXPE,Expedia Group Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,118.48,0.06%,15.26%,0.89
TTC,The Toro Company,Industrials,Machinery,83.36,0.06%,-24.08%,-2.11
OTIS,Otis Worldwide Corporation,Industrials,Machinery,81.78,0.06%,7.32%,0.45
GEN,Gen Digital Inc.,Information Technology,Software,18.90,0.06%,-15.49%,-1.22
FICO,Fair Isaac Corporation,Information Technology,Software,1012.27,0.06%,66.61%,2.65
MRVL,Marvell Technology Inc.,Information Technology,Semiconductors and Semiconductor Equipment,53.45,0.06%,23.95%,1.28
APTV,Aptiv PLC,Consumer Discretionary,Automobile Components,75.43,0.06%,-32.48%,-3.17
AFG,American Financial Group Inc.,Financials,Insurance,107.94,0.06%,-17.61%,-1.41
CZR,Caesars Entertainment Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,42.05,0.06%,-19.32%,-1.58
WBD,Warner Bros. Discovery Inc.,Communication Services,Entertainment,9.89,0.06%,-16.47%,-1.30
FLEX,Flex Ltd.,Information Technology,Electronic Equipment Instruments and Components,26.00,0.06%,29.61%,1.50
PEG,Public Service Enterprise Group Incorporated,Utilities,Multi-Utilities,61.34,0.06%,9.26%,0.56
PKG,Packaging Corporation of America,Materials,Containers and Packaging,153.47,0.06%,23.00%,1.22
PGR,The Progressive Corporation,Financials,Insurance,161.92,0.06%,28.65%,1.45
EWBC,East West Bancorp Inc.,Financials,Banks,57.11,0.06%,-20.37%,-1.66
LECO,Lincoln Electric Holdings Inc.,Industrials,Machinery,189.05,0.06%,31.97%,1.56
XYL,Xylem Inc.,Industrials,Machinery,98.51,0.06%,-10.31%,-0.74
MUSA,Murphy USA Inc.,Consumer Discretionary,Specialty Retail,371.33,0.06%,28.46%,1.43
EG,Everest Group Ltd.,Financials,Insurance,385.85,0.06%,27.39%,1.38
TOL,Toll Brothers Inc.,Consumer Discretionary,Household Durables,79.59,0.06%,71.60%,2.69
RRC,Range Resources Corporation,Energy,Oil Gas and Consumable Fuels,33.30,0.06%,16.09%,0.89
ALLE,Allegion plc,Industrials,Building Products,103.23,0.06%,-7.63%,-0.53
EXC,Exelon Corporation,Utilities,Electric Utilities,38.80,0.06%,3.68%,0.23
KMB,Kimberly-Clark Corporation,Consumer Staples,Household Products,121.22,0.06%,-1.38%,-0.09
CBRE,CBRE Group Inc.,Real Estate,Real Estate Management and Development,73.32,0.06%,-6.99%,-0.48
MANH,Manhattan Associates Inc.,Information Technology,Software,214.02,0.06%,72.54%,2.67
NTAP,NetApp Inc.,Information Technology,Technology Hardware Storage and Peripherals,76.74,0.06%,7.51%,0.44
CPRT,Copart Inc.,Industrials,Commercial Services and Supplies,48.34,0.06%,57.05%,2.29
WEC,WEC Energy Group Inc.,Utilities,Multi-Utilities,79.38,0.06%,-11.72%,-0.83
HOLX,Hologic Inc.,Health Care,Health Care Equipment and Supplies,71.40,0.06%,-5.97%,-0.40
OVV,Ovintiv Inc.,Energy,Oil Gas and Consumable Fuels,44.71,0.06%,-20.34%,-1.60
UTHR,United Therapeutics Corporation,Health Care,Biotechnology,225.34,0.06%,-11.79%,-0.83
MO,Altria Group Inc.,Consumer Staples,Tobacco,40.00,0.06%,-1.93%,-0.12
AN,AutoNation Inc.,Consumer Discretionary,Specialty Retail,132.34,0.06%,9.73%,0.55
WSC,WillScot Mobile Mini Holdings Corp.,Industrials,Construction and Engineering,37.00,0.06%,-20.34%,-1.59
AVY,Avery Dennison Corporation,Materials,Containers and Packaging,179.67,0.06%,-0.56%,-0.04
USFD,US Foods Holding Corp.,Consumer Staples,Consumer Staples Distribution and Retail,42.77,0.06%,24.62%,1.22
SNX,TD SYNNEX Corporation,Information Technology,Electronic Equipment Instruments and Components,94.57,0.06%,-3.34%,-0.21
SYF,Synchrony Financial,Financials,Consumer Finance,29.46,0.06%,-24.54%,-2.01
EMN,Eastman Chemical Company,Materials,Chemicals,76.84,0.06%,-10.74%,-0.74
EFX,Equifax Inc.,Industrials,Professional Services,184.02,0.06%,-4.42%,-0.28
PRGO,Perrigo Company plc,Health Care,Pharmaceuticals,28.16,0.06%,-13.05%,-0.92
D,Dominion Energy Inc.,Utilities,Multi-Utilities,44.53,0.06%,-24.06%,-1.94
FTI,TechnipFMC plc,Energy,Energy Equipment and Services,21.65,0.06%,83.67%,2.78
IP,International Paper Company,Materials,Containers and Packaging,32.43,0.06%,-5.34%,-0.34
BR,Broadridge Financial Solutions Inc.,Industrials,Professional Services,177.80,0.06%,29.47%,1.38
APH,Amphenol Corporation,Information Technology,Electronic Equipment Instruments and Components,86.37,0.06%,10.03%,0.55
TROW,T. Rowe Price Group Inc.,Financials,Capital Markets,92.34,0.06%,-27.64%,-2.32
BG,Bunge Global SA,Consumer Staples,Food Products,104.08,0.06%,5.18%,0.30
IPG,The Interpublic Group of Companies Inc.,Communication Services,Media,28.73,0.06%,-8.45%,-0.56
BERY,Berry Global Group Inc.,Materials,Containers and Packaging,57.49,0.06%,12.26%,0.65
RHI,Robert Half Inc.,Industrials,Professional Services,76.59,0.06%,-2.87%,-0.18
WSO,Watsco Inc.,Industrials,Trading Companies and Distributors,374.76,0.06%,38.95%,1.67
MTD,Mettler-Toledo International Inc.,Health Care,Life Sciences Tools and Services,1019.24,0.06%,-30.40%,-2.60
TTWO,Take-Two Interactive Software Inc.,Communication Services,Entertainment,150.09,0.06%,46.79%,1.89
LW,Lamb Weston Holdings Inc.,Consumer Staples,Food Products,96.12,0.06%,18.77%,0.94
AOS,A. O. Smith Corporation,Industrials,Building Products,73.38,0.06%,24.55%,1.17
MCK,McKesson Corporation,Health Care,Health Care Providers and Services,470.64,0.06%,32.89%,1.46
MTB,M&T Bank Corporation,Financials,Banks,116.86,0.06%,-27.08%,-2.19
FTNT,Fortinet Inc.,Information Technology,Software,50.30,0.06%,-10.39%,-0.68
DOV,Dover Corporation,Industrials,Machinery,131.47,0.06%,-5.38%,-0.33
HWM,Howmet Aerospace Inc.,Industrials,Aerospace and Defense,50.34,0.06%,35.00%,1.52
BWXT,BWX Technologies Inc.,Industrials,Aerospace and Defense,76.85,0.06%,29.05%,1.31
DOX,Amdocs Limited,Information Technology,IT Services,79.42,0.05%,-2.15%,-0.13
EXP,Eagle Materials Inc.,Materials,Construction Materials,167.80,0.05%,26.28%,1.20
RRX,Regal Rexnord Corporation,Industrials,Electrical Equipment,109.50,0.05%,-14.46%,-0.98
STZ,Constellation Brands Inc.,Consumer Staples,Beverages,240.85,0.05%,-1.07%,-0.06
BRKR,Bruker Corporation,Health Care,Life Sciences Tools and Services,57.68,0.05%,-17.25%,-1.19
WST,West Pharmaceutical Services Inc.,Health Care,Life Sciences Tools and Services,338.13,0.05%,35.07%,1.48
MORN,Morningstar Inc.,Financials,Capital Markets,265.41,0.05%,8.81%,0.46
FBIN,Fortune Brands Innovations Inc.,Industrials,Building Products,59.84,0.05%,5.71%,0.31
X,United States Steel Corporation,Materials,Metals and Mining,34.08,0.05%,43.88%,1.74
ZBH,Zimmer Biomet Holdings Inc.,Health Care,Health Care Equipment and Supplies,105.82,0.05%,-7.73%,-0.48
BRO,Brown & Brown Inc.,Financials,Insurance,73.52,0.05%,30.68%,1.33
FITB,Fifth Third Bancorp,Financials,Banks,25.11,0.05%,-28.42%,-2.25
DKS,DICK'S Sporting Goods Inc.,Consumer Discretionary,Specialty Retail,110.48,0.05%,4.70%,0.25
QRVO,Qorvo Inc.,Information Technology,Semiconductors and Semiconductor Equipment,90.37,0.05%,-6.62%,-0.40
MTN,Vail Resorts Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,219.03,0.05%,-5.61%,-0.33
RGA,Reinsurance Group of America Incorporated,Financials,Insurance,163.04,0.05%,26.55%,1.18
STT,State Street Corporation,Financials,Capital Markets,67.05,0.05%,-14.23%,-0.93
ALV,Autoliv Inc.,Consumer Discretionary,Automobile Components,97.10,0.05%,12.86%,0.64
CLF,Cleveland-Cliffs Inc.,Materials,Metals and Mining,16.51,0.05%,9.27%,0.47
CG,The Carlyle Group Inc.,Financials,Capital Markets,30.01,0.05%,3.96%,0.21
AR,Antero Resources Corporation,Energy,Oil Gas and Consumable Fuels,26.32,0.05%,-29.32%,-2.30
ZBRA,Zebra Technologies Corporation,Information Technology,Electronic Equipment Instruments and Components,202.61,0.05%,-23.07%,-1.65
FIVE,Five Below Inc.,Consumer Discretionary,Specialty Retail,172.05,0.05%,11.21%,0.55
PAG,Penske Automotive Group Inc.,Consumer Discretionary,Specialty Retail,149.56,0.05%,22.87%,1.02
WMS,Advanced Drainage Systems Inc.,Industrials,Building Products,113.48,0.05%,26.64%,1.15
CRL,Charles River Laboratories International Inc.,Health Care,Life Sciences Tools and Services,170.03,0.05%,-30.96%,-2.46
AIZ,Assurant Inc.,Financials,Insurance,162.29,0.05%,29.41%,1.24
FTV,Fortive Corporation,Industrials,Machinery,65.32,0.05%,-4.21%,-0.24
APP,AppLovin Corporation,Information Technology,Software,41.41,0.05%,144.45%,3.21
SWN,Southwestern Energy Company,Energy,Oil Gas and Consumable Fuels,6.66,0.05%,-4.72%,-0.27
HPQ,HP Inc.,Information Technology,Technology Hardware Storage and Peripherals,27.78,0.05%,-5.74%,-0.33
PFGC,Performance Food Group Company,Consumer Staples,Consumer Staples Distribution and Retail,60.99,0.05%,8.02%,0.40
MOS,The Mosaic Company,Materials,Chemicals,34.50,0.05%,-33.12%,-2.66
BALL,Ball Corporation,Materials,Containers and Packaging,48.60,0.05%,-13.18%,-0.82
TWLO,Twilio Inc.,Information Technology,IT Services,58.44,0.05%,5.74%,0.29
GRMN,Garmin Ltd.,Consumer Discretionary,Household Durables,116.48,0.05%,27.89%,1.17
AIT,Applied Industrial Technologies Inc.,Industrials,Trading Companies and Distributors,161.36,0.05%,28.80%,1.19
DVA,DaVita Inc.,Health Care,Health Care Providers and Services,88.38,0.05%,22.92%,0.99
PNR,Pentair plc,Industrials,Machinery,60.49,0.05%,31.57%,1.28
LDOS,Leidos Holdings Inc.,Industrials,Professional Services,104.41,0.05%,2.56%,0.13
MTDR,Matador Resources Company,Energy,Oil Gas and Consumable Fuels,57.77,0.05%,-16.77%,-1.07
SNA,Snap-on Incorporated,Industrials,Machinery,267.20,0.05%,17.03%,0.77
UHALB,U-Haul Holding Company,Industrials,Ground Transportation,,0.05%,,
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment,290.79,0.05%,17.93%,0.80
HSIC,Henry Schein Inc.,Health Care,Health Care Providers and Services,67.50,0.05%,-14.15%,-0.87
BWA,BorgWarner Inc.,Consumer Discretionary,Automobile Components,32.52,0.05%,-11.63%,-0.69
CW,Curtiss-Wright Corporation,Industrials,Aerospace and Defense,213.37,0.05%,28.21%,1.16
KEY,KeyCorp,Financials,Banks,10.85,0.05%,-41.81%,-3.77
AM,Antero Midstream Corporation,Energy,Oil Gas and Consumable Fuels,12.60,0.05%,22.03%,0.95
UFPI,UFP Industries Inc.,Industrials,Building Products,102.46,0.05%,29.54%,1.19
MKTX,MarketAxess Holdings Inc.,Financials,Capital Markets,221.50,0.05%,-21.00%,-1.39
DECK,Deckers Outdoor Corporation,Consumer Discretionary,Textiles Apparel and Luxury Goods,628.42,0.05%,82.11%,2.36
CHD,Church & Dwight Co. Inc.,Consumer Staples,Household Products,90.93,0.05%,24.01%,1.01
OLN,Olin Corporation,Materials,Chemicals,43.75,0.05%,-25.11%,-1.73
JNPR,Juniper Networks Inc.,Information Technology,Communications Equipment,26.88,0.05%,-9.30%,-0.53
KMX,CarMax Inc.,Consumer Discretionary,Specialty Retail,63.59,0.05%,-14.74%,-0.89
ATKR,Atkore Inc.,Industrials,Electrical Equipment,130.56,0.05%,28.43%,1.14
BFB,Brown-Forman Corporation,Consumer Staples,Beverages,57.56,0.05%,-16.32%,-1.00
ROP,Roper Technologies Inc.,Information Technology,Software,517.00,0.05%,18.64%,0.81
GPK,Graphic Packaging Holding Company,Materials,Containers and Packaging,21.33,0.05%,0.36%,0.02
APA,APA Corporation,Energy,Oil Gas and Consumable Fuels,36.65,0.05%,-22.98%,-1.52
ECL,Ecolab Inc.,Materials,Chemicals,179.00,0.05%,16.49%,0.72
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,Machinery,113.12,0.05%,12.65%,0.57
DAR,Darling Ingredients Inc.,Consumer Staples,Food Products,40.82,0.05%,-46.13%,-4.34
BURL,Burlington Stores Inc.,Consumer Discretionary,Specialty Retail,125.50,0.05%,-16.91%,-1.03
HII,Huntington Ingalls Industries Inc.,Industrials,Aerospace and Defense,233.36,0.05%,4.91%,0.24
BAX,Baxter International Inc.,Health Care,Health Care Equipment and Supplies,33.71,0.05%,-36.94%,-2.94
WEX,WEX Inc.,Financials,Financial Services,171.68,0.05%,3.16%,0.15
EQT,EQT Corporation,Energy,Oil Gas and Consumable Fuels,39.80,0.05%,-5.05%,-0.27
AMKR,Amkor Technology Inc.,Information Technology,Semiconductors and Semiconductor Equipment,23.75,0.05%,-4.84%,-0.25
MUR,Murphy Oil Corporation,Energy,Oil Gas and Consumable Fuels,43.16,0.05%,-12.53%,-0.71
WRB,W. R. Berkley Corporation,Financials,Insurance,68.78,0.05%,0.68%,0.03
MAR,Marriott International Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,197.71,0.05%,21.99%,0.89
UNM,Unum Group,Financials,Insurance,43.20,0.05%,10.06%,0.45
WCC,WESCO International Inc.,Industrials,Trading Companies and Distributors,140.71,0.05%,7.26%,0.33
ANSS,ANSYS Inc.,Information Technology,Software,291.00,0.05%,13.80%,0.59
GGG,Graco Inc.,Industrials,Machinery,77.07,0.05%,12.32%,0.54
MEDP,Medpace Holdings Inc.,Health Care,Life Sciences Tools and Services,275.87,0.05%,24.77%,0.97
POOL,Pool Corporation,Consumer Discretionary,Distributors,328.34,0.05%,-5.39%,-0.28
SO,The Southern Company,Utilities,Electric Utilities,67.34,0.05%,7.75%,0.35
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,Specialty Retail,995.92,0.05%,22.11%,0.88
CDNS,Cadence Design Systems Inc.,Information Technology,Software,263.94,0.05%,58.14%,1.78
LAD,Lithia Motors Inc.,Consumer Discretionary,Specialty Retail,258.61,0.05%,8.49%,0.38
FFIV,F5 Inc.,Information Technology,Communications Equipment,158.62,0.05%,5.81%,0.26
MSCI,MSCI Inc.,Financials,Capital Markets,503.79,0.05%,-0.62%,-0.03
TDG,TransDigm Group Incorporated,Industrials,Aerospace and Defense,993.15,0.05%,58.59%,1.77
TXT,Textron Inc.,Industrials,Aerospace and Defense,76.07,0.05%,7.44%,0.33
OZK,Bank OZK,Financials,Banks,37.70,0.05%,-16.72%,-0.96
FDS,FactSet Research Systems Inc.,Financials,Capital Markets,453.46,0.05%,8.61%,0.38
CHE,Chemed Corporation,Health Care,Health Care Providers and Services,582.94,0.05%,19.31%,0.77
OKTA,Okta Inc.,Information Technology,IT Services,68.23,0.05%,25.54%,0.97
FCN,FTI Consulting Inc.,Industrials,Professional Services,221.54,0.05%,37.82%,1.31
ALLY,Ally Financial Inc.,Financials,Consumer Finance,25.46,0.04%,-9.83%,-0.52
CLX,The Clorox Company,Consumer Staples,Household Products,133.78,0.04%,-2.60%,-0.13
ENTG,Entegris Inc.,Information Technology,Semiconductors and Semiconductor Equipment,94.01,0.04%,23.39%,0.90
ROL,Rollins Inc.,Industrials,Commercial Services and Supplies,38.73,0.04%,-5.57%,-0.28
FSLR,First Solar Inc.,Information Technology,Semiconductors and Semiconductor Equipment,133.84,0.04%,-11.02%,-0.59
OMF,OneMain Holdings Inc.,Financials,Consumer Finance,37.12,0.04%,-2.54%,-0.12
MRNA,Moderna Inc.,Health Care,Biotechnology,70.21,0.04%,-58.99%,-6.78
MPWR,Monolithic Power Systems Inc.,Information Technology,Semiconductors and Semiconductor Equipment,507.12,0.04%,30.01%,1.09
DGX,Quest Diagnostics Incorporated,Health Care,Health Care Providers and Services,132.35,0.04%,-10.57%,-0.56
RF,Regions Financial Corporation,Financials,Banks,14.99,0.04%,-33.14%,-2.32
DCI,Donaldson Company Inc.,Industrials,Machinery,59.69,0.04%,1.91%,0.09
NTRS,Northern Trust Corporation,Financials,Capital Markets,70.98,0.04%,-21.71%,-1.29
GXO,GXO Logistics Inc.,Industrials,Air Freight and Logistics,53.85,0.04%,19.83%,0.77
AEP,American Electric Power Company Inc.,Utilities,Electric Utilities,75.02,0.04%,-13.23%,-0.71
ACM,AECOM,Industrials,Construction and Engineering,80.47,0.04%,4.53%,0.20
CMC,Commercial Metals Company,Materials,Metals and Mining,44.64,0.04%,-1.79%,-0.08
ITT,ITT Inc.,Industrials,Machinery,103.09,0.04%,26.39%,0.97
AMCR,Amcor plc,Materials,Containers and Packaging,8.95,0.04%,-19.48%,-1.12
NYCB,New York Community Bancorp Inc.,Financials,Banks,9.05,0.04%,-4.05%,-0.19
BX,Blackstone Inc.,Financials,Capital Markets,97.73,0.04%,-6.95%,-0.34
CBOE,Cboe Global Markets Inc.,Financials,Capital Markets,178.48,0.04%,57.45%,1.68
UHS,Universal Health Services Inc.,Health Care,Health Care Providers and Services,129.49,0.04%,4.21%,0.19
TGH,Textainer Group Holdings Limited,Industrials,Trading Companies and Distributors,49.32,0.04%,64.65%,1.80
AKAM,Akamai Technologies Inc.,Information Technology,IT Services,110.98,0.04%,18.89%,0.73
HBAN,Huntington Bancshares Incorporated,Financials,Banks,10.23,0.04%,-27.86%,-1.77
STE,STERIS plc,Health Care,Health Care Equipment and Supplies,202.23,0.04%,18.37%,0.71
TFX,Teleflex Incorporated,Health Care,Health Care Equipment and Supplies,203.86,0.04%,-6.43%,-0.31
IFF,International Flavors & Fragrances Inc.,Materials,Chemicals,71.23,0.04%,-26.28%,-1.62
SWKS,Skyworks Solutions Inc.,Information Technology,Semiconductors and Semiconductor Equipment,88.91,0.04%,-5.40%,-0.26
ARW,Arrow Electronics Inc.,Information Technology,Electronic Equipment Instruments and Components,119.18,0.04%,7.66%,0.32
OSK,Oshkosh Corporation,Industrials,Machinery,94.75,0.04%,4.28%,0.19
AXTA,Axalta Coating Systems Ltd.,Materials,Chemicals,30.16,0.04%,12.79%,0.51
CPB,Campbell Soup Company,Consumer Staples,Food Products,40.42,0.04%,-14.89%,-0.79
ALSN,Allison Transmission Holdings Inc.,Industrials,Machinery,52.55,0.04%,25.63%,0.92
FIX,Comfort Systems USA Inc.,Industrials,Construction and Engineering,189.21,0.04%,56.41%,1.62
POST,Post Holdings Inc.,Consumer Staples,Food Products,84.45,0.04%,-2.02%,-0.09
ATR,AptarGroup Inc.,Materials,Containers and Packaging,124.53,0.04%,21.04%,0.78
TXRH,Texas Roadhouse Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,107.29,0.04%,13.91%,0.55
RNR,RenaissanceRe Holdings Ltd.,Financials,Insurance,210.79,0.04%,21.95%,0.80
WFRD,Weatherford International plc,Energy,Energy Equipment and Services,96.80,0.04%,129.55%,2.52
WTFC,Wintrust Financial Corporation,Financials,Banks,78.30,0.04%,-12.33%,-0.63
ENSG,The Ensign Group Inc.,Health Care,Health Care Providers and Services,102.73,0.04%,11.55%,0.46
NVST,Envista Holdings Corporation,Health Care,Health Care Equipment and Supplies,21.26,0.04%,-44.04%,-3.50
TPL,Texas Pacific Land Corporation,Energy,Oil Gas and Consumable Fuels,1661.37,0.04%,-37.48%,-2.67
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Ground Transportation,49.77,0.04%,-6.40%,-0.30
ALB,Albemarle Corporation,Materials,Chemicals,114.19,0.04%,-64.65%,-8.11
TDY,Teledyne Technologies Incorporated,Information Technology,Electronic Equipment Instruments and Components,384.27,0.04%,-6.95%,-0.33
SON,Sonoco Products Company,Materials,Containers and Packaging,53.28,0.04%,-5.03%,-0.23
AWK,American Water Works Company Inc.,Utilities,Water Utilities,121.79,0.04%,-14.89%,-0.77
COTY,Coty Inc.,Consumer Staples,Personal Care Products,9.87,0.04%,27.19%,0.94
LUV,Southwest Airlines Co.,Industrials,Passenger Airlines,23.09,0.04%,-38.50%,-2.74
SNPS,Synopsys Inc.,Information Technology,Software,522.88,0.04%,57.78%,1.60
CHRD,Chord Energy Corporation,Energy,Oil Gas and Consumable Fuels,160.47,0.04%,11.27%,0.44
DUK,Duke Energy Corporation,Utilities,Electric Utilities,87.02,0.04%,-4.65%,-0.21
CDAY,Ceridian HCM Holding Inc.,Industrials,Professional Services,64.84,0.04%,-0.70%,-0.03
ATI,ATI Inc.,Materials,Metals and Mining,44.45,0.04%,52.38%,1.50
AXS,AXIS Capital Holdings Limited,Financials,Insurance,54.59,0.04%,3.22%,0.14
TNET,TriNet Group Inc.,Industrials,Professional Services,109.85,0.04%,60.95%,1.64
ACI,Albertsons Companies Inc.,Consumer Staples,Consumer Staples Distribution and Retail,21.14,0.04%,5.46%,0.22
MKL,Markel Group Inc.,Financials,Insurance,1353.79,0.04%,5.18%,0.21
APG,APi Group Corporation,Industrials,Construction and Engineering,28.18,0.04%,48.39%,1.41
WRK,WestRock Company,Materials,Containers and Packaging,37.52,0.04%,3.10%,0.13
TER,Teradyne Inc.,Information Technology,Semiconductors and Semiconductor Equipment,86.62,0.04%,-9.67%,-0.46
CE,Celanese Corporation,Materials,Chemicals,117.85,0.04%,9.20%,0.36
